==22360== NVPROF is profiling process 22360, command: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling application: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
66.9540s     864ns                    -               -         -         -         -       64B  70.643MB/s    Pageable      Device   Tesla K40c (0)         1        33  [CUDA memcpy HtoD]
66.9540s  2.2080us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        33  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109414]
66.9540s     832ns                    -               -         -         -         -       64B  73.360MB/s    Pageable      Device   Tesla K40c (0)         1        31  [CUDA memcpy HtoD]
66.9540s  2.1440us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        31  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109337]
66.9540s     864ns                    -               -         -         -         -       64B  70.643MB/s    Pageable      Device   Tesla K40c (0)         1        26  [CUDA memcpy HtoD]
66.9540s  2.1440us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        26  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109162]
66.9540s     832ns                    -               -         -         -         -       64B  73.360MB/s    Pageable      Device   Tesla K40c (0)         1        27  [CUDA memcpy HtoD]
66.9540s  2.1760us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        27  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109195]
66.9540s     864ns                    -               -         -         -         -       64B  70.643MB/s    Pageable      Device   Tesla K40c (0)         1        28  [CUDA memcpy HtoD]
66.9540s  2.1440us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        28  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109229]
66.9540s     832ns                    -               -         -         -         -       64B  73.360MB/s    Pageable      Device   Tesla K40c (0)         1        29  [CUDA memcpy HtoD]
66.9540s  2.2720us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        29  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109264]
66.9540s  1.0880us                    -               -         -         -         -       64B  56.098MB/s    Pageable      Device   Tesla K40c (0)         1        32  [CUDA memcpy HtoD]
66.9540s  2.1760us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        32  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109375]
66.9541s  239.08us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        30  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109321]
66.9541s  261.73us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        33  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109435]
66.9541s  234.47us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        31  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109358]
66.9541s  258.50us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        26  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109183]
66.9541s  216.32us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        27  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109216]
66.9541s  217.67us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        28  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109250]
66.9541s  234.60us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        29  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109285]
66.9541s  250.44us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        32  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109396]
66.9543s  1.4400us                    -               -         -         -         -       64B  42.386MB/s    Pageable      Device   Tesla K40c (0)         1        30  [CUDA memcpy HtoD]
66.9543s  2.4640us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        30  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109584]
66.9543s     864ns                    -               -         -         -         -       64B  70.643MB/s    Pageable      Device   Tesla K40c (0)         1        31  [CUDA memcpy HtoD]
66.9543s  3.7120us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        31  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109621]
66.9543s     864ns                    -               -         -         -         -       64B  70.643MB/s    Pageable      Device   Tesla K40c (0)         1        27  [CUDA memcpy HtoD]
66.9543s  2.1760us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        27  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109479]
66.9543s  1.4080us                    -               -         -         -         -       64B  43.349MB/s    Pageable      Device   Tesla K40c (0)         1        28  [CUDA memcpy HtoD]
66.9543s  2.1120us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        28  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109513]
66.9543s  1.4080us                    -               -         -         -         -       64B  43.349MB/s    Pageable      Device   Tesla K40c (0)         1        29  [CUDA memcpy HtoD]
66.9544s  2.1450us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        29  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109548]
66.9544s  1.4080us                    -               -         -         -         -       64B  43.349MB/s    Pageable      Device   Tesla K40c (0)         1        32  [CUDA memcpy HtoD]
66.9544s  2.2400us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        32  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109659]
66.9544s  229.57us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        30  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109605]
66.9544s  1.6320us                    -               -         -         -         -       64B  37.399MB/s    Pageable      Device   Tesla K40c (0)         1        33  [CUDA memcpy HtoD]
66.9544s  2.3680us              (1 4 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        33  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [109698]
66.9544s  245.57us              (2 4 2)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        31  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [109642]
